BU_CODE,pop,hh,p_hh_low_income,p_hh_lowest_20,p_hh_highest_40,cars_per_hh,nr_w_migr,nr_nw_migr,avg_inc_per_res,area_total,area_land,pop_density,house_price,nr_hh_low_income,1-nr_hh_low_income,nr_hh_lowest_20,nr_hh_highest_40,nr_migr,nr_dutch,p_w_migr,p_nw_migr,p_dutch,p_migr
BU03632502,2435,1430,0.141,0.523,0.16,0.3,580,640,,0.13,0.12,19679.0,393,201.62999999999997,1228.3700000000001,747.89,228.8,1220,1215,0.23819301848049282,0.26283367556468173,0.4989733059548255,0.5010266940451745
BU03632503,3515,2220,0.11,0.512,0.18100000000000002,0.3,855,695,36.2,0.16,0.15,23994.0,395,244.2,1975.8,1136.64,401.82000000000005,1550,1965,0.24324324324324326,0.19772403982930298,0.5590327169274538,0.44096728307254623
BU03632600,3140,1815,0.19899999999999998,0.626,0.109,0.3,600,1145,25.1,0.17,0.14,22788.0,374,361.18499999999995,1453.815,1136.19,197.835,1745,1395,0.1910828025477707,0.3646496815286624,0.4442675159235669,0.5557324840764332
BU03632601,2805,1670,0.172,0.602,0.10400000000000001,0.3,540,925,27.4,0.12,0.12,23920.0,373,287.23999999999995,1382.76,1005.3399999999999,173.68,1465,1340,0.1925133689839572,0.32976827094474154,0.47771836007130125,0.5222816399286988
BU03632602,2250,1370,0.171,0.627,0.1,0.3,425,760,,0.1,0.1,23035.0,382,234.27,1135.73,858.99,137.0,1185,1065,0.18888888888888888,0.3377777777777778,0.47333333333333333,0.5266666666666666
BU03632700,2005,1205,0.083,0.41600000000000004,0.27899999999999997,0.3,490,260,,0.14,0.12,17311.0,487,100.015,1104.985,501.28000000000003,336.19499999999994,750,1255,0.24438902743142144,0.12967581047381546,0.6259351620947631,0.3740648379052369
BU03632701,3300,1965,0.094,0.40299999999999997,0.249,0.4,725,635,40.6,0.24,0.18,17906.0,476,184.71,1780.29,791.895,489.285,1360,1940,0.2196969696969697,0.19242424242424241,0.5878787878787879,0.4121212121212121
BU03632702,520,430,0.268,0.812,0.024,0.1,210,230,,0.07,0.07,7523.0,338,115.24000000000001,314.76,349.16,10.32,440,80,0.40384615384615385,0.4423076923076923,0.15384615384615385,0.8461538461538461
BU03632800,3860,2440,0.152,0.575,0.132,0.3,760,1255,31.0,0.22,0.21,18141.0,368,370.88,2069.12,1403.0,322.08000000000004,2015,1845,0.19689119170984457,0.32512953367875647,0.47797927461139894,0.522020725388601
BU03632801,120,100,,,,0.3,30,25,,0.25,0.23,540.0,272,,,,,55,65,0.25,0.20833333333333334,0.5416666666666666,0.4583333333333333
BU03632802,3775,2135,0.14300000000000002,0.516,0.201,0.4,780,1065,32.6,0.16,0.16,23936.0,429,305.305,1829.695,1101.66,429.13500000000005,1845,1930,0.20662251655629138,0.28211920529801326,0.5112582781456954,0.48874172185430464
BU03632803,3090,1810,0.21600000000000003,0.5820000000000001,0.129,0.3,475,1435,27.4,0.12,0.12,25353.0,373,390.96000000000004,1419.04,1053.42,233.49,1910,1180,0.15372168284789645,0.46440129449838186,0.3818770226537217,0.6181229773462783
BU03632900,4340,2520,0.155,0.5710000000000001,0.129,0.3,750,1700,27.6,0.21,0.2,22032.0,364,390.6,2129.4,1438.92,325.08,2450,1890,0.1728110599078341,0.391705069124424,0.43548387096774194,0.5645161290322581
BU03632901,3815,2305,0.17300000000000001,0.612,0.128,0.3,620,1475,28.0,0.17,0.17,21903.0,373,398.76500000000004,1906.235,1410.66,295.04,2095,1720,0.16251638269986893,0.38663171690694625,0.4508519003931848,0.5491480996068152
BU03632902,2025,1025,0.133,0.466,0.248,0.4,340,595,,0.23,0.22,9106.0,443,136.32500000000002,888.675,477.65000000000003,254.2,935,1090,0.16790123456790124,0.2938271604938272,0.5382716049382716,0.4617283950617284
BU03633000,4150,2315,0.193,0.575,0.13,0.3,615,1835,25.7,0.18,0.18,23676.0,337,446.795,1868.205,1331.125,300.95,2450,1700,0.14819277108433734,0.44216867469879517,0.40963855421686746,0.5903614457831325
BU03633001,5100,2705,0.17600000000000002,0.556,0.141,0.3,760,2245,25.9,0.2,0.19,26321.0,380,476.08000000000004,2228.92,1503.9800000000002,381.405,3005,2095,0.14901960784313725,0.44019607843137254,0.4107843137254902,0.5892156862745098
BU03633100,3870,2320,0.139,0.512,0.153,0.3,860,1235,30.8,0.18,0.17,23453.0,340,322.48,1997.52,1187.84,354.96,2095,1775,0.2222222222222222,0.31912144702842377,0.458656330749354,0.541343669250646
BU03633101,4650,2680,0.166,0.542,0.138,0.3,840,1865,27.3,0.15,0.15,31931.0,344,444.88,2235.12,1452.5600000000002,369.84000000000003,2705,1945,0.18064516129032257,0.4010752688172043,0.4182795698924731,0.5817204301075268
BU03633102,4100,2060,0.20199999999999999,0.5870000000000001,0.08900000000000001,0.4,500,2585,22.0,0.16,0.16,25996.0,326,416.11999999999995,1643.88,1209.2200000000003,183.34000000000003,3085,1015,0.12195121951219512,0.6304878048780488,0.2475609756097561,0.7524390243902439
BU03633200,5975,3210,0.201,0.622,0.08900000000000001,0.3,785,3110,22.7,0.27,0.26,23302.0,329,645.21,2564.79,1996.62,285.69000000000005,3895,2080,0.13138075313807532,0.5205020920502093,0.34811715481171546,0.6518828451882845
BU03633201,3605,1825,0.188,0.555,0.106,0.4,495,2055,22.3,0.14,0.14,26086.0,344,343.1,1481.9,1012.8750000000001,193.45,2550,1055,0.13730929264909847,0.5700416088765603,0.2926490984743412,0.7073509015256588
BU03633202,450,210,0.049,0.29100000000000004,0.315,0.6,70,120,,0.13,0.09,5198.0,491,10.290000000000001,199.71,61.11000000000001,66.15,190,260,0.15555555555555556,0.26666666666666666,0.5777777777777777,0.4222222222222222
BU03633203,15,10,,,,,5,0,,0.76,0.46,37.0,,,,,,5,10,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
BU03633300,1470,770,0.07200000000000001,0.27,0.377,0.6,385,445,,0.36,0.23,6451.0,513,55.440000000000005,714.56,207.9,290.29,830,640,0.2619047619047619,0.30272108843537415,0.43537414965986393,0.564625850340136
BU03633301,2495,1270,0.08,0.33899999999999997,0.317,0.5,480,705,,0.34,0.27,9356.0,460,101.60000000000001,1168.4,430.53,402.59000000000003,1185,1310,0.19238476953907815,0.28256513026052105,0.5250501002004008,0.4749498997995992
BU03633302,3085,1620,0.061,0.278,0.32,0.5,580,455,42.8,0.71,0.17,18238.0,537,98.82,1521.18,450.36,518.4,1035,2050,0.1880064829821718,0.14748784440842788,0.6645056726094003,0.3354943273905997
BU03633303,2380,1370,0.094,0.35,0.26,0.6,480,425,,1.04,0.13,18810.0,432,128.78,1241.22,479.49999999999994,356.2,905,1475,0.20168067226890757,0.17857142857142858,0.6197478991596639,0.3802521008403361
BU03633304,2740,1110,0.057,0.21899999999999997,0.442,0.7,520,390,38.1,0.36,0.16,17638.0,583,63.27,1046.73,243.08999999999997,490.62,910,1830,0.1897810218978102,0.14233576642335766,0.6678832116788321,0.33211678832116787
BU03633305,2835,1195,0.085,0.278,0.38799999999999996,0.6,475,505,36.0,0.27,0.12,23926.0,574,101.575,1093.425,332.21000000000004,463.65999999999997,980,1855,0.1675485008818342,0.1781305114638448,0.654320987654321,0.345679012345679
BU03633306,1435,785,0.131,0.45,0.165,0.5,285,540,,0.13,0.11,13176.0,387,102.83500000000001,682.165,353.25,129.525,825,610,0.1986062717770035,0.37630662020905925,0.4250871080139373,0.5749128919860628
BU03633307,1740,1030,0.113,0.405,0.192,0.5,325,550,,0.14,0.1,17299.0,364,116.39,913.61,417.15000000000003,197.76,875,865,0.1867816091954023,0.3160919540229885,0.49712643678160917,0.5028735632183908
BU03633308,35,20,,,,,5,5,,0.05,0.04,826.0,,,,,,10,25,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857
BU03633309,455,270,0.138,0.374,0.264,0.5,85,115,,0.31,0.17,2624.0,,37.260000000000005,232.74,100.98,71.28,200,255,0.18681318681318682,0.25274725274725274,0.5604395604395604,0.43956043956043955
BU03633310,155,90,,,,0.9,35,10,,0.1,0.05,3090.0,,,,,,45,110,0.22580645161290322,0.06451612903225806,0.7096774193548387,0.2903225806451613
BU03633400,20,15,,,,,5,0,,0.38,0.35,68.0,,,,,,5,15,0.25,0.0,0.75,0.25
BU03633402,490,455,,0.972,0.006,0.1,135,135,,0.23,0.23,2182.0,152,,,442.26,2.73,270,220,0.2755102040816326,0.2755102040816326,0.4489795918367347,0.5510204081632653
BU03633403,300,245,,0.9079999999999999,0.025,0.3,60,20,,0.22,0.17,1790.0,,,,222.45999999999998,6.125,80,220,0.2,0.06666666666666667,0.7333333333333333,0.26666666666666666
BU03633404,70,30,,,,,10,5,,1.9,1.2,61.0,,,,,,15,55,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.21428571428571427
BU03633405,2760,1695,0.091,0.48100000000000004,0.171,0.4,645,835,32.6,0.29,0.29,9582.0,271,154.245,1540.755,815.2950000000001,289.845,1480,1280,0.23369565217391305,0.302536231884058,0.463768115942029,0.5362318840579711
BU03633406,0,0,,,,,0,0,,0.24,0.24,,,,,,,0,0,,,,
BU03633500,1540,660,0.087,0.31,0.324,0.7,300,565,,0.22,0.14,10639.0,369,57.419999999999995,602.58,204.6,213.84,865,675,0.19480519480519481,0.36688311688311687,0.4383116883116883,0.5616883116883117
BU03633501,2660,925,0.075,0.271,0.40399999999999997,0.8,335,825,31.7,0.23,0.23,11808.0,523,69.375,855.625,250.675,373.7,1160,1500,0.12593984962406016,0.3101503759398496,0.5639097744360902,0.43609022556390975
BU03633502,2820,980,0.034,0.139,0.569,0.9,480,595,42.4,0.3,0.27,10388.0,664,33.32,946.68,136.22,557.62,1075,1745,0.1702127659574468,0.21099290780141844,0.6187943262411347,0.38120567375886527
BU03633504,2835,1410,0.131,0.42100000000000004,0.231,0.5,555,1090,31.6,0.18,0.17,16707.0,385,184.71,1225.29,593.61,325.71000000000004,1645,1190,0.19576719576719576,0.3844797178130511,0.41975308641975306,0.5802469135802469
BU03633505,5600,2205,0.096,0.29600000000000004,0.324,0.6,935,2310,30.8,0.35,0.31,18028.0,410,211.68,1993.32,652.6800000000001,714.4200000000001,3245,2355,0.1669642857142857,0.4125,0.4205357142857143,0.5794642857142858
BU03633600,450,255,0.033,0.23600000000000002,0.34299999999999997,0.5,115,45,,0.53,0.52,864.0,503,8.415000000000001,246.585,60.18000000000001,87.46499999999999,160,290,0.25555555555555554,0.1,0.6444444444444445,0.35555555555555557
BU03633601,95,60,,,,,30,40,,0.68,0.68,142.0,,,,,,70,25,0.3157894736842105,0.42105263157894735,0.2631578947368421,0.7368421052631579
BU03633700,550,375,0.042,0.449,0.17600000000000002,0.4,150,140,,0.14,0.11,5133.0,273,15.750000000000002,359.25,168.375,66.0,290,260,0.2727272727272727,0.2545454545454545,0.4727272727272727,0.5272727272727272
BU03633702,5775,2920,0.162,0.551,0.114,0.4,885,3115,22.7,0.34,0.34,16942.0,283,473.04,2446.96,1608.92,332.88,4000,1775,0.15324675324675324,0.5393939393939394,0.30735930735930733,0.6926406926406926
BU03633703,3930,2230,0.154,0.506,0.16,0.4,680,1365,29.5,0.22,0.2,19779.0,316,343.42,1886.58,1128.38,356.8,2045,1885,0.17302798982188294,0.3473282442748092,0.4796437659033079,0.5203562340966921
BU03633704,1950,985,0.128,0.465,0.213,0.4,400,635,,0.09,0.08,23501.0,390,126.08,858.92,458.02500000000003,209.805,1035,915,0.20512820512820512,0.32564102564102565,0.46923076923076923,0.5307692307692308
BU03633705,4275,2515,0.195,0.593,0.08900000000000001,0.4,730,1825,25.3,0.2,0.19,22143.0,287,490.425,2024.575,1491.395,223.83500000000004,2555,1720,0.17076023391812867,0.4269005847953216,0.4023391812865497,0.5976608187134503
BU03633706,2400,1305,0.158,0.53,0.095,0.4,345,1160,,0.1,0.1,24501.0,301,206.19,1098.81,691.6500000000001,123.97500000000001,1505,895,0.14375,0.48333333333333334,0.3729166666666667,0.6270833333333333
BU03633802,4100,2390,0.083,0.415,0.161,0.4,865,1140,32.0,0.34,0.3,13849.0,308,198.37,2191.63,991.8499999999999,384.79,2005,2095,0.21097560975609755,0.2780487804878049,0.5109756097560976,0.48902439024390243
BU03633803,1780,995,0.11800000000000001,0.496,0.166,0.4,300,615,,0.07,0.07,26884.0,331,117.41000000000001,877.59,493.52,165.17000000000002,915,865,0.16853932584269662,0.3455056179775281,0.4859550561797753,0.5140449438202247
BU03633900,2095,1405,0.14,0.685,0.064,0.3,330,905,,0.15,0.14,14785.0,228,196.70000000000002,1208.3,962.4250000000001,89.92,1235,860,0.1575178997613365,0.431980906921241,0.4105011933174224,0.5894988066825776
BU03633901,2225,1265,0.145,0.562,0.165,0.3,425,1005,,0.17,0.16,13925.0,335,183.42499999999998,1081.575,710.9300000000001,208.72500000000002,1430,795,0.19101123595505617,0.451685393258427,0.35730337078651686,0.6426966292134831
BU03633902,2080,1000,0.155,0.503,0.16699999999999998,0.4,265,1195,,0.13,0.12,17042.0,341,155.0,845.0,503.0,166.99999999999997,1460,620,0.12740384615384615,0.5745192307692307,0.2980769230769231,0.7019230769230769
BU03633903,3755,1530,0.27399999999999997,0.584,0.07400000000000001,0.5,295,3020,16.2,0.3,0.3,12657.0,272,419.21999999999997,1110.78,893.52,113.22000000000001,3315,440,0.07856191744340879,0.8042609853528628,0.11717709720372836,0.8828229027962716
BU03634000,1700,1150,0.078,0.418,0.17600000000000002,0.3,475,200,,0.09,0.08,20973.0,317,89.7,1060.3,480.7,202.40000000000003,675,1025,0.27941176470588236,0.11764705882352941,0.6029411764705882,0.39705882352941174
BU03634001,3200,1815,0.10800000000000001,0.48200000000000004,0.193,0.3,690,600,32.6,0.12,0.12,25998.0,395,196.02,1618.98,874.83,350.295,1290,1910,0.215625,0.1875,0.596875,0.403125
BU03634002,1910,1100,0.166,0.5489999999999999,0.14300000000000002,0.3,385,585,,0.07,0.07,26846.0,361,182.60000000000002,917.4,603.9,157.3,970,940,0.20157068062827224,0.306282722513089,0.49214659685863876,0.5078534031413613
BU03634100,1930,1205,0.17800000000000002,0.614,0.09,0.4,380,650,,0.07,0.07,27167.0,322,214.49,990.51,739.87,108.45,1030,900,0.19689119170984457,0.33678756476683935,0.46632124352331605,0.533678756476684
BU03634101,2260,1335,0.20199999999999999,0.603,0.102,0.3,350,1025,,0.08,0.08,28836.0,311,269.66999999999996,1065.33,805.005,136.17,1375,885,0.15486725663716813,0.45353982300884954,0.3915929203539823,0.6084070796460177
BU03634102,1405,855,0.155,0.5479999999999999,0.111,0.3,225,520,,0.04,0.04,33037.0,307,132.525,722.475,468.53999999999996,94.905,745,660,0.1601423487544484,0.3701067615658363,0.4697508896797153,0.5302491103202847
BU03634103,1915,0,,,,,160,1470,,0.1,0.1,19918.0,,,,,,1630,285,0.0835509138381201,0.7676240208877284,0.14882506527415143,0.8511749347258486
BU03634200,3085,1790,0.16,0.547,0.11800000000000001,0.3,530,1235,28.1,0.12,0.12,26438.0,315,286.40000000000003,1503.6,979.1300000000001,211.22000000000003,1765,1320,0.17179902755267423,0.40032414910858993,0.42787682333873583,0.5721231766612642
BU03634201,3470,1995,0.18600000000000003,0.588,0.113,0.4,535,1475,26.2,0.16,0.14,24011.0,315,371.07000000000005,1623.9299999999998,1173.06,225.435,2010,1460,0.15417867435158503,0.4250720461095101,0.4207492795389049,0.579250720461095
BU03634202,1940,1165,0.132,0.496,0.147,0.4,425,530,,0.06,0.06,31907.0,328,153.78,1011.22,577.84,171.255,955,985,0.2190721649484536,0.27319587628865977,0.5077319587628866,0.49226804123711343
BU03634203,1860,1105,0.122,0.536,0.139,0.3,430,480,,0.08,0.08,24182.0,321,134.81,970.19,592.2800000000001,153.59500000000003,910,950,0.23118279569892472,0.25806451612903225,0.510752688172043,0.489247311827957
BU03634300,3905,2245,0.092,0.46399999999999997,0.205,0.4,925,820,35.1,0.17,0.16,24989.0,406,206.54,2038.46,1041.6799999999998,460.22499999999997,1745,2160,0.23687580025608196,0.20998719590268886,0.5531370038412292,0.4468629961587708
BU03634301,3015,1750,0.099,0.46,0.205,0.4,615,555,34.9,0.18,0.16,18596.0,376,173.25,1576.75,805.0,358.75,1170,1845,0.20398009950248755,0.18407960199004975,0.6119402985074627,0.3880597014925373
BU03634400,1540,915,0.054000000000000006,0.47200000000000003,0.22899999999999998,0.5,345,165,,0.09,0.08,18294.0,523,49.410000000000004,865.59,431.88000000000005,209.535,510,1030,0.22402597402597402,0.10714285714285714,0.6688311688311688,0.33116883116883117
BU03634401,3620,2135,0.087,0.42700000000000005,0.225,0.4,770,560,39.6,0.19,0.16,22823.0,394,185.74499999999998,1949.255,911.6450000000001,480.375,1330,2290,0.212707182320442,0.15469613259668508,0.6325966850828729,0.3674033149171271
BU03634402,2545,1545,0.08,0.392,0.23399999999999999,0.4,630,390,41.2,0.11,0.1,26014.0,372,123.60000000000001,1421.4,605.64,361.53,1020,1525,0.2475442043222004,0.15324165029469547,0.5992141453831041,0.40078585461689586
BU03634403,2150,1305,0.099,0.425,0.22899999999999998,0.5,510,335,,0.12,0.11,19063.0,386,129.195,1175.805,554.625,298.84499999999997,845,1305,0.2372093023255814,0.1558139534883721,0.6069767441860465,0.3930232558139535
BU03634404,1685,975,0.09300000000000001,0.424,0.248,0.5,395,210,,0.08,0.07,24304.0,455,90.67500000000001,884.325,413.4,241.8,605,1080,0.2344213649851632,0.12462908011869436,0.6409495548961425,0.3590504451038576
BU03634405,265,195,,0.635,0.2,1.4,130,20,,0.38,0.33,814.0,,,,123.825,39.0,150,115,0.49056603773584906,0.07547169811320754,0.4339622641509434,0.5660377358490566
BU03634500,2420,1535,0.096,0.45799999999999996,0.215,0.4,645,375,,0.11,0.1,24266.0,421,147.36,1387.6399999999999,703.03,330.025,1020,1400,0.2665289256198347,0.15495867768595042,0.5785123966942148,0.4214876033057851
BU03634501,1505,970,0.154,0.581,0.127,0.3,325,390,,0.24,0.19,7948.0,380,149.38,820.62,563.5699999999999,123.19,715,790,0.2159468438538206,0.2591362126245847,0.5249169435215947,0.4750830564784053
BU03634600,1375,610,0.068,0.201,0.5579999999999999,0.9,495,135,,0.12,0.11,11987.0,1164,41.480000000000004,568.52,122.61000000000001,340.37999999999994,630,745,0.36,0.09818181818181818,0.5418181818181819,0.4581818181818182
BU03634601,2560,1240,0.066,0.289,0.41600000000000004,0.6,770,370,57.0,0.14,0.14,18872.0,795,81.84,1158.16,358.35999999999996,515.84,1140,1420,0.30078125,0.14453125,0.5546875,0.4453125
BU03634602,1555,790,0.081,0.301,0.43700000000000006,0.8,465,155,,0.19,0.19,8274.0,1318,63.99,726.01,237.79,345.23,620,935,0.2990353697749196,0.09967845659163987,0.6012861736334405,0.3987138263665595
BU03634603,0,0,,,,,0,0,,0.25,0.2,,,,,,,0,0,,,,
BU03634700,1535,785,0.07,0.27899999999999997,0.46399999999999997,0.6,525,180,,0.16,0.15,9946.0,1025,54.95,730.05,219.015,364.23999999999995,705,830,0.34201954397394135,0.11726384364820847,0.5407166123778502,0.4592833876221498
BU03634701,790,440,0.053,0.316,0.39,0.6,320,100,,0.11,0.11,7115.0,1007,23.32,416.68,139.04,171.6,420,370,0.4050632911392405,0.12658227848101267,0.46835443037974683,0.5316455696202531
BU03634702,1835,970,0.071,0.303,0.42,0.7,550,180,,0.13,0.13,13922.0,1127,68.86999999999999,901.13,293.90999999999997,407.4,730,1105,0.2997275204359673,0.09809264305177112,0.6021798365122616,0.3978201634877384
BU03634703,2925,1455,0.061,0.27,0.488,0.7,995,290,75.9,0.19,0.19,15026.0,1252,88.755,1366.245,392.85,710.04,1285,1640,0.3401709401709402,0.09914529914529914,0.5606837606837607,0.4393162393162393
BU03634704,795,345,0.057999999999999996,0.23800000000000002,0.518,0.9,210,60,,0.11,0.1,7735.0,1532,20.009999999999998,324.99,82.11,178.71,270,525,0.2641509433962264,0.07547169811320754,0.660377358490566,0.33962264150943394
BU03634705,2055,1090,0.063,0.348,0.354,0.6,630,220,,0.13,0.12,16559.0,857,68.67,1021.33,379.32,385.85999999999996,850,1205,0.30656934306569344,0.1070559610705596,0.5863746958637469,0.41362530413625304
BU03634706,1385,880,0.057999999999999996,0.43700000000000006,0.15,0.5,260,105,,0.11,0.1,14164.0,578,51.04,828.96,384.56000000000006,132.0,365,1020,0.18772563176895307,0.07581227436823104,0.7364620938628159,0.26353790613718414
BU03634707,5,5,,,,,5,0,,0.13,0.13,,,,,,,5,0,1.0,0.0,0.0,1.0
BU03634708,0,0,,,,,0,0,,0.24,0.21,,,,,,,0,0,,,,
BU03634709,1380,870,0.08,0.402,0.261,0.4,425,175,,0.06,0.06,23627.0,490,69.60000000000001,800.4,349.74,227.07000000000002,600,780,0.3079710144927536,0.12681159420289856,0.5652173913043478,0.43478260869565216
BU03634800,1070,650,0.157,0.611,0.091,0.3,170,335,,0.06,0.05,19717.0,380,102.05,547.95,397.15,59.15,505,565,0.1588785046728972,0.3130841121495327,0.5280373831775701,0.4719626168224299
BU03634801,1465,900,0.158,0.5589999999999999,0.11,0.4,270,360,,0.16,0.15,9842.0,427,142.2,757.8,503.09999999999997,99.0,630,835,0.18430034129692832,0.24573378839590443,0.5699658703071673,0.4300341296928328
BU03634802,2425,1535,0.213,0.629,0.08199999999999999,0.4,425,820,,0.12,0.12,20550.0,336,326.955,1208.045,965.515,125.86999999999999,1245,1180,0.17525773195876287,0.33814432989690724,0.4865979381443299,0.51340206185567
BU03634803,2305,1155,0.079,0.35700000000000004,0.355,0.5,645,550,,0.23,0.21,11016.0,607,91.245,1063.755,412.33500000000004,410.025,1195,1110,0.279826464208243,0.2386117136659436,0.48156182212581344,0.5184381778741866
BU03634804,390,155,0.033,0.23199999999999998,0.445,1.0,60,15,,0.3,0.23,1720.0,,5.115,149.885,35.96,68.975,75,315,0.15384615384615385,0.038461538461538464,0.8076923076923077,0.19230769230769232
BU03634805,4160,2445,0.085,0.43700000000000006,0.23600000000000002,0.5,1000,655,40.4,0.21,0.2,20857.0,460,207.82500000000002,2237.175,1068.4650000000001,577.02,1655,2505,0.2403846153846154,0.15745192307692307,0.6021634615384616,0.39783653846153844
BU03634900,785,330,0.066,0.21899999999999997,0.594,1.2,190,75,,0.22,0.19,4088.0,1985,21.78,308.22,72.27,196.01999999999998,265,520,0.24203821656050956,0.09554140127388536,0.6624203821656051,0.3375796178343949
BU03634901,1245,575,0.073,0.28300000000000003,0.479,0.9,400,125,,0.15,0.15,8561.0,1263,41.974999999999994,533.025,162.72500000000002,275.425,525,720,0.321285140562249,0.10040160642570281,0.5783132530120482,0.42168674698795183
BU03634902,75,25,,,,,10,5,,0.11,0.1,817.0,,,,,,15,60,0.13333333333333333,0.06666666666666667,0.8,0.2
BU03634903,1385,630,0.064,0.254,0.495,0.9,445,145,,0.14,0.14,9616.0,1134,40.32,589.68,160.02,311.85,590,795,0.3212996389891697,0.10469314079422383,0.5740072202166066,0.4259927797833935
BU03634904,2440,1155,0.057999999999999996,0.27399999999999997,0.478,0.7,835,265,,0.15,0.15,16232.0,999,66.99,1088.01,316.46999999999997,552.09,1100,1340,0.3422131147540984,0.10860655737704918,0.5491803278688525,0.45081967213114754
BU03634905,2690,1350,0.048,0.271,0.429,0.7,840,280,55.8,0.16,0.15,17432.0,786,64.8,1285.2,365.85,579.15,1120,1570,0.31226765799256506,0.10408921933085502,0.5836431226765799,0.4163568773234201
BU03635000,0,0,,,,,0,0,,0.02,0.02,,,,,,,0,0,,,,
BU03635001,0,0,,,,,0,0,,0.0,0.0,,,,,,,0,0,,,,
BU03635003,0,0,,,,,0,0,,0.06,0.06,,,,,,,0,0,,,,
BU03635005,0,0,,,,,0,0,,0.04,0.04,,,,,,,0,0,,,,
BU03635006,0,0,,,,,0,0,,0.27,0.27,,,,,,,0,0,,,,
BU03635100,325,90,,,,1.3,50,40,,0.1,0.1,3156.0,,,,,,90,235,0.15384615384615385,0.12307692307692308,0.7230769230769231,0.27692307692307694
BU03635101,6090,2200,0.092,0.264,0.405,0.7,985,2135,31.7,0.49,0.44,13700.0,457,202.4,1997.6,580.8000000000001,891.0000000000001,3120,2970,0.16174055829228243,0.3505747126436782,0.4876847290640394,0.5123152709359606
BU03635102,1830,840,0.1,0.396,0.14400000000000002,0.6,285,960,,0.14,0.11,16020.0,340,84.0,756.0,332.64000000000004,120.96000000000001,1245,585,0.1557377049180328,0.5245901639344263,0.319672131147541,0.680327868852459
BU03635200,3020,1650,0.069,0.35600000000000004,0.315,0.5,735,320,44.7,0.15,0.14,21652.0,593,113.85000000000001,1536.15,587.4000000000001,519.75,1055,1965,0.2433774834437086,0.10596026490066225,0.6506622516556292,0.34933774834437087
BU03635201,4395,2450,0.079,0.444,0.257,0.5,945,560,38.9,0.26,0.25,17480.0,519,193.55,2256.45,1087.8,629.65,1505,2890,0.2150170648464164,0.12741751990898748,0.6575654152445961,0.3424345847554039
BU03635202,3150,1735,0.055,0.429,0.28300000000000003,0.5,675,340,40.1,0.16,0.16,19674.0,548,95.425,1639.575,744.3149999999999,491.00500000000005,1015,2135,0.21428571428571427,0.10793650793650794,0.6777777777777778,0.32222222222222224
BU03635203,2410,1375,0.076,0.43799999999999994,0.249,0.4,560,310,,0.14,0.14,17174.0,495,104.5,1270.5,602.2499999999999,342.375,870,1540,0.23236514522821577,0.12863070539419086,0.6390041493775933,0.36099585062240663
BU03635206,1505,895,0.151,0.579,0.163,0.4,250,280,,0.13,0.13,11500.0,359,135.14499999999998,759.855,518.2049999999999,145.88500000000002,530,975,0.16611295681063123,0.18604651162790697,0.6478405315614618,0.3521594684385382
BU03635207,610,320,0.028999999999999998,0.153,0.513,0.5,180,90,,0.17,0.17,3686.0,540,9.28,310.72,48.96,164.16,270,340,0.29508196721311475,0.14754098360655737,0.5573770491803278,0.4426229508196721
BU03635300,2400,1555,0.14800000000000002,0.5720000000000001,0.135,0.4,470,470,,0.13,0.12,19426.0,383,230.14000000000004,1324.86,889.4600000000002,209.925,940,1460,0.19583333333333333,0.19583333333333333,0.6083333333333333,0.39166666666666666
BU03635301,2905,1775,0.11,0.56,0.152,0.4,595,650,31.4,0.16,0.13,21918.0,408,195.25,1579.75,994.0000000000001,269.8,1245,1660,0.20481927710843373,0.22375215146299485,0.5714285714285714,0.42857142857142855
BU03635400,2480,1585,0.153,0.574,0.159,0.3,470,545,,0.18,0.17,14878.0,368,242.505,1342.495,909.79,252.01500000000001,1015,1465,0.18951612903225806,0.21975806451612903,0.5907258064516129,0.4092741935483871
BU03635401,2710,1675,0.09300000000000001,0.475,0.187,0.4,515,400,36.6,0.23,0.19,14181.0,391,155.77500000000003,1519.225,795.625,313.225,915,1795,0.1900369003690037,0.14760147601476015,0.6623616236162362,0.3376383763837638
BU03635402,2150,1335,0.10400000000000001,0.49,0.184,0.5,435,280,,0.29,0.26,8322.0,412,138.84,1196.16,654.15,245.64,715,1435,0.20232558139534884,0.13023255813953488,0.6674418604651163,0.3325581395348837
BU03635403,1715,1090,0.23600000000000002,0.698,0.071,0.3,285,595,,0.08,0.08,21641.0,358,257.24,832.76,760.8199999999999,77.38999999999999,880,835,0.1661807580174927,0.3469387755102041,0.4868804664723032,0.5131195335276968
BU03635404,45,25,,,,,5,5,,0.32,0.27,167.0,,,,,,10,35,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222
BU03635501,2415,1555,0.115,0.7390000000000001,0.10300000000000001,0.2,570,765,,0.18,0.18,13779.0,242,178.82500000000002,1376.175,1149.1450000000002,160.16500000000002,1335,1080,0.2360248447204969,0.3167701863354037,0.4472049689440994,0.5527950310559007
BU03635502,1025,600,0.044000000000000004,0.23800000000000002,0.255,0.4,260,185,,0.19,0.18,5559.0,454,26.400000000000002,573.6,142.8,153.0,445,580,0.25365853658536586,0.18048780487804877,0.5658536585365853,0.43414634146341463
